Country/Area,Technology,Grid Connection,Year,Heat Generation (TJ)
Japan,Oil,Heat (Commercial),2011,729.0
Japan,Oil,Heat (Commercial),2012,158.0
Japan,Oil,Heat (Commercial),2013,86.0
Japan,Oil,Heat (Commercial),2014,126.0
Japan,Oil,Heat (Commercial),2015,213.0
Japan,Oil,Heat (Commercial),2016,195.0
Japan,Oil,Heat (Commercial),2017,197.0
Japan,Oil,Heat (Commercial),2018,126.0
Japan,Oil,Heat (Commercial),2019,114.0
Japan,Oil,Heat (Commercial),2020,120.0
Japan,Oil,Heat (Commercial),2021,450.0
Japan,Oil,Heat (Commercial),2022,382.0
Japan,Natural gas,Heat (Commercial),2000,12255.0
Japan,Natural gas,Heat (Commercial),2001,12137.0
Japan,Natural gas,Heat (Commercial),2002,12758.0
Japan,Natural gas,Heat (Commercial),2003,12575.0
Japan,Natural gas,Heat (Commercial),2004,14006.0
Japan,Natural gas,Heat (Commercial),2005,15006.0
Japan,Natural gas,Heat (Commercial),2006,14421.0
Japan,Natural gas,Heat (Commercial),2007,15592.0
Japan,Natural gas,Heat (Commercial),2008,14791.0
Japan,Natural gas,Heat (Commercial),2009,14588.0
Japan,Natural gas,Heat (Commercial),2010,15303.0
Japan,Natural gas,Heat (Commercial),2011,14162.0
Japan,Natural gas,Heat (Commercial),2012,14432.0
Japan,Natural gas,Heat (Commercial),2013,14675.0
Japan,Natural gas,Heat (Commercial),2014,13423.0
Japan,Natural gas,Heat (Commercial),2015,12686.0
Japan,Natural gas,Heat (Commercial),2016,13487.0
Japan,Natural gas,Heat (Commercial),2017,13552.0
Japan,Natural gas,Heat (Commercial),2018,13061.0
Japan,Natural gas,Heat (Commercial),2019,12348.0
Japan,Natural gas,Heat (Commercial),2020,11553.0
Japan,Natural gas,Heat (Commercial),2021,11711.0
Japan,Natural gas,Heat (Commercial),2022,11823.0
Japan,Other non-renewable energy,Heat (Commercial),2000,8266.0
Japan,Other non-renewable energy,Heat (Commercial),2001,8545.0
Japan,Other non-renewable energy,Heat (Commercial),2002,8283.0
Japan,Other non-renewable energy,Heat (Commercial),2003,8430.0
Japan,Other non-renewable energy,Heat (Commercial),2004,9184.0
Japan,Other non-renewable energy,Heat (Commercial),2005,8620.0
Japan,Other non-renewable energy,Heat (Commercial),2006,8617.0
Japan,Other non-renewable energy,Heat (Commercial),2007,8529.0
Japan,Other non-renewable energy,Heat (Commercial),2008,8351.0
Japan,Other non-renewable energy,Heat (Commercial),2009,8116.0
Japan,Other non-renewable energy,Heat (Commercial),2010,8339.0
Japan,Other non-renewable energy,Heat (Commercial),2011,7068.0
Japan,Other non-renewable energy,Heat (Commercial),2012,7882.0
Japan,Other non-renewable energy,Heat (Commercial),2013,8140.0
Japan,Other non-renewable energy,Heat (Commercial),2014,8063.0
Japan,Other non-renewable energy,Heat (Commercial),2015,8409.0
Japan,Other non-renewable energy,Heat (Commercial),2016,8542.0
Japan,Other non-renewable energy,Heat (Commercial),2017,8656.0
Japan,Other non-renewable energy,Heat (Commercial),2018,9580.0
Japan,Other non-renewable energy,Heat (Commercial),2019,10176.0
Japan,Other non-renewable energy,Heat (Commercial),2020,9589.0
Japan,Other non-renewable energy,Heat (Commercial),2021,9308.0
Japan,Other non-renewable energy,Heat (Commercial),2022,9387.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2000,264965.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2001,271982.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2002,310278.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2003,339626.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2004,358345.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2005,364625.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2006,330880.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2007,372363.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2008,377152.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2009,384672.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2010,397921.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2011,401495.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2012,413425.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2013,396670.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2014,414032.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2015,400440.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2016,351805.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2017,372011.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2018,382718.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2019,371350.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2020,375906.0
Kazakhstan,Coal and peat,Combined Heat and Power (CHP),2021,319502.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2000,19032.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2001,17160.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2002,21984.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2003,18528.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2004,8400.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2005,17712.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2006,18192.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2007,18720.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2008,19152.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2009,6312.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2010,4464.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2011,3912.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2012,4656.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2013,3807.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2014,6493.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2015,7626.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2016,9621.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2017,3387.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2018,6714.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2019,5802.05
Kazakhstan,Oil,Combined Heat and Power (CHP),2020,5954.0
Kazakhstan,Oil,Combined Heat and Power (CHP),2021,11526.0
Kazakhstan,Natural gas,Combined Heat and Power (CHP),2021,62583.0
Kazakhstan,Fossil fuels n.e.s.,Heat (Commercial),2022,162013.0
Kazakhstan,Fossil fuels n.e.s.,Combined Heat and Power (CHP),2022,232771.0
Kosovo,Natural gas,Heat (Commercial),2000,291.0
Kosovo,Natural gas,Heat (Commercial),2001,369.0
Kosovo,Natural gas,Heat (Commercial),2002,366.0
Kosovo,Natural gas,Heat (Commercial),2003,386.0
Kosovo,Natural gas,Heat (Commercial),2004,396.0
Kosovo,Natural gas,Heat (Commercial),2005,411.0
Kosovo,Natural gas,Heat (Commercial),2006,436.0
Kosovo,Natural gas,Heat (Commercial),2007,463.0
Kosovo,Natural gas,Heat (Commercial),2008,495.0
Kosovo,Natural gas,Heat (Commercial),2009,495.0
Kosovo,Natural gas,Heat (Commercial),2010,231.0
Kosovo,Natural gas,Heat (Commercial),2011,190.0
Kosovo,Natural gas,Heat (Commercial),2012,195.0
Kosovo,Natural gas,Heat (Commercial),2013,211.0
Kosovo,Natural gas,Heat (Commercial),2014,249.0
Kosovo,Natural gas,Heat (Commercial),2015,44.0
Kosovo,Natural gas,Heat (Commercial),2016,46.0
Kosovo,Natural gas,Heat (Commercial),2017,45.412
Kosovo,Natural gas,Heat (Commercial),2018,45.104
Kosovo,Natural gas,Heat (Commercial),2019,27.997
Kosovo,Natural gas,Heat (Commercial),2020,15.66
Kosovo,Natural gas,Heat (Commercial),2021,16.639
Kosovo,Natural gas,Heat (Commercial),2022,16.639
Kosovo,Other non-renewable energy,Heat (Commercial),2015,535.0
Kosovo,Other non-renewable energy,Heat (Commercial),2016,749.0
Kosovo,Other non-renewable energy,Heat (Commercial),2017,771.867
Kosovo,Other non-renewable energy,Heat (Commercial),2018,787.304
Kosovo,Other non-renewable energy,Heat (Commercial),2019,830.048
Kosovo,Other non-renewable energy,Heat (Commercial),2020,960.923
Kosovo,Other non-renewable energy,Heat (Commercial),2021,1059.33
Kosovo,Other non-renewable energy,Heat (Commercial),2022,1059.33
Kyrgyzstan,Coal and peat,Heat (Commercial),2000,9747.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2001,8374.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2002,7684.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2003,7100.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2004,7375.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2005,14750.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2006,13816.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2007,14009.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2008,14060.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2009,13232.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2010,12929.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2011,13389.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2012,13534.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2013,10965.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2014,10153.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2015,10154.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2016,12554.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2017,13919.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2018,13265.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2019,13798.0
Kyrgyzstan,Coal and peat,Heat (Commercial),2020,12905.8
Kyrgyzstan,Coal and peat,Heat (Commercial),2021,13137.8
Kyrgyzstan,Coal and peat,Heat (Commercial),2022,13020.5
Latvia,Solar thermal energy,Heat (Commercial),2019,2.736
Latvia,Solar thermal energy,Heat (Commercial),2020,39.957
Latvia,Solar thermal energy,Heat (Commercial),2021,36.299
Latvia,Solar thermal energy,Heat (Commercial),2022,39.049
Latvia,Solid biofuels,Heat (Commercial),2000,3691.0
Latvia,Solid biofuels,Heat (Commercial),2001,3985.0
Latvia,Solid biofuels,Heat (Commercial),2002,4074.0
Latvia,Solid biofuels,Heat (Commercial),2003,4555.0
Latvia,Solid biofuels,Heat (Commercial),2004,4111.0
Latvia,Solid biofuels,Heat (Commercial),2005,3951.0
Latvia,Solid biofuels,Heat (Commercial),2006,4124.0
Latvia,Solid biofuels,Heat (Commercial),2007,3951.0
Latvia,Solid biofuels,Heat (Commercial),2008,3830.0
Latvia,Solid biofuels,Heat (Commercial),2009,3624.0
Latvia,Solid biofuels,Heat (Commercial),2010,3834.0
Latvia,Solid biofuels,Heat (Commercial),2011,3377.0
Latvia,Solid biofuels,Heat (Commercial),2012,3769.0
Latvia,Solid biofuels,Heat (Commercial),2013,3889.0
Latvia,Solid biofuels,Heat (Commercial),2014,3985.0
Latvia,Solid biofuels,Heat (Commercial),2015,3958.0
Latvia,Solid biofuels,Heat (Commercial),2016,4790.0
Latvia,Solid biofuels,Heat (Commercial),2017,6092.91
Latvia,Solid biofuels,Heat (Commercial),2018,6117.66
Latvia,Solid biofuels,Heat (Commercial),2019,7651.23
Latvia,Solid biofuels,Heat (Commercial),2020,7219.64
Latvia,Solid biofuels,Heat (Commercial),2021,9639.0
Latvia,Solid biofuels,Heat (Commercial),2022,10197.51
Latvia,Solid biofuels,Combined Heat and Power (CHP),2001,88.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2002,166.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2003,272.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2004,431.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2005,358.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2006,377.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2007,328.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2008,381.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2009,377.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2010,403.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2011,418.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2012,811.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2013,2554.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2014,3769.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2015,4446.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2016,5734.0
Latvia,Solid biofuels,Combined Heat and Power (CHP),2017,6135.82
Latvia,Solid biofuels,Combined Heat and Power (CHP),2018,6841.19
Latvia,Solid biofuels,Combined Heat and Power (CHP),2019,6894.11
Latvia,Solid biofuels,Combined Heat and Power (CHP),2020,6810.71
Latvia,Solid biofuels,Combined Heat and Power (CHP),2021,7184.86
Latvia,Solid biofuels,Combined Heat and Power (CHP),2022,6890.58
Latvia,Liquid biofuels,Heat (Commercial),2010,1.0
Latvia,Liquid biofuels,Combined Heat and Power (CHP),2010,2.0
Latvia,Liquid biofuels,Combined Heat and Power (CHP),2011,4.0
Latvia,Liquid biofuels,Combined Heat and Power (CHP),2012,3.0
Latvia,Liquid biofuels,Combined Heat and Power (CHP),2018,0.377
Latvia,Biogas,Heat (Commercial),2017,1.021
Latvia,Biogas,Heat (Commercial),2018,5.888
Latvia,Biogas,Heat (Commercial),2019,4.72
Latvia,Biogas,Heat (Commercial),2020,14.718
Latvia,Biogas,Heat (Commercial),2021,8.674
Latvia,Biogas,Heat (Commercial),2022,11.747
Latvia,Biogas,Combined Heat and Power (CHP),2004,26.0
Latvia,Biogas,Combined Heat and Power (CHP),2005,43.0
Latvia,Biogas,Combined Heat and Power (CHP),2006,18.0
Latvia,Biogas,Combined Heat and Power (CHP),2007,22.0
Latvia,Biogas,Combined Heat and Power (CHP),2008,22.0
Latvia,Biogas,Combined Heat and Power (CHP),2009,18.0
Latvia,Biogas,Combined Heat and Power (CHP),2010,50.0
Latvia,Biogas,Combined Heat and Power (CHP),2011,169.0
Latvia,Biogas,Combined Heat and Power (CHP),2012,459.0
Latvia,Biogas,Combined Heat and Power (CHP),2013,594.0
Latvia,Biogas,Combined Heat and Power (CHP),2014,761.0
Latvia,Biogas,Combined Heat and Power (CHP),2015,892.0
Latvia,Biogas,Combined Heat and Power (CHP),2016,952.0
Latvia,Biogas,Combined Heat and Power (CHP),2017,1011.703
Latvia,Biogas,Combined Heat and Power (CHP),2018,889.198
Latvia,Biogas,Combined Heat and Power (CHP),2019,802.226
Latvia,Biogas,Combined Heat and Power (CHP),2020,810.921
Latvia,Biogas,Combined Heat and Power (CHP),2021,809.813
Latvia,Biogas,Combined Heat and Power (CHP),2022,632.193
Latvia,Coal and peat,Heat (Commercial),2000,442.0
Latvia,Coal and peat,Heat (Commercial),2001,423.0
Latvia,Coal and peat,Heat (Commercial),2002,297.0
Latvia,Coal and peat,Heat (Commercial),2003,267.0
Latvia,Coal and peat,Heat (Commercial),2004,271.0
Latvia,Coal and peat,Heat (Commercial),2005,240.0
Latvia,Coal and peat,Heat (Commercial),2006,210.0
Latvia,Coal and peat,Heat (Commercial),2007,216.0
Latvia,Coal and peat,Heat (Commercial),2008,152.0
Latvia,Coal and peat,Heat (Commercial),2009,100.0
Latvia,Coal and peat,Heat (Commercial),2010,101.0
Latvia,Coal and peat,Heat (Commercial),2011,72.0
Latvia,Coal and peat,Heat (Commercial),2012,43.0
Latvia,Coal and peat,Heat (Commercial),2013,42.0
Latvia,Coal and peat,Heat (Commercial),2014,44.0
Latvia,Coal and peat,Heat (Commercial),2015,38.0
Latvia,Coal and peat,Heat (Commercial),2016,43.0
Latvia,Coal and peat,Heat (Commercial),2017,66.278
Latvia,Coal and peat,Heat (Commercial),2018,38.212
Latvia,Coal and peat,Heat (Commercial),2019,66.454
Latvia,Coal and peat,Heat (Commercial),2020,36.695
Latvia,Coal and peat,Heat (Commercial),2021,49.691
Latvia,Coal and peat,Heat (Commercial),2022,20.883
Latvia,Coal and peat,Combined Heat and Power (CHP),2000,815.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2001,488.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2002,476.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2003,345.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2007,155.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2008,238.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2009,262.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2010,288.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2011,223.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2012,277.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2013,272.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2014,102.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2015,65.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2016,102.0
Latvia,Coal and peat,Combined Heat and Power (CHP),2017,34.027
Latvia,Coal and peat,Combined Heat and Power (CHP),2018,111.658
Latvia,Coal and peat,Combined Heat and Power (CHP),2019,27.546
Latvia,Coal and peat,Combined Heat and Power (CHP),2020,0.819
Latvia,Coal and peat,Combined Heat and Power (CHP),2021,0.236
Latvia,Coal and peat,Combined Heat and Power (CHP),2022,1.736
Latvia,Oil,Heat (Commercial),2000,2993.0
Latvia,Oil,Heat (Commercial),2001,2439.0
Latvia,Oil,Heat (Commercial),2002,2304.0
Latvia,Oil,Heat (Commercial),2003,1688.0
Latvia,Oil,Heat (Commercial),2004,1466.0
Latvia,Oil,Heat (Commercial),2005,1387.0
Latvia,Oil,Heat (Commercial),2006,610.0
Latvia,Oil,Heat (Commercial),2007,473.0
Latvia,Oil,Heat (Commercial),2008,380.0
Latvia,Oil,Heat (Commercial),2009,627.0
Latvia,Oil,Heat (Commercial),2010,480.0
Latvia,Oil,Heat (Commercial),2011,328.0
Latvia,Oil,Heat (Commercial),2012,296.0
Latvia,Oil,Heat (Commercial),2013,110.0
Latvia,Oil,Heat (Commercial),2014,35.0
Latvia,Oil,Heat (Commercial),2015,31.0
Latvia,Oil,Heat (Commercial),2016,35.0
Latvia,Oil,Heat (Commercial),2017,34.661
Latvia,Oil,Heat (Commercial),2018,71.736
Latvia,Oil,Heat (Commercial),2019,44.595
Latvia,Oil,Heat (Commercial),2020,52.348
Latvia,Oil,Heat (Commercial),2021,86.166
Latvia,Oil,Heat (Commercial),2022,794.861
Latvia,Oil,Combined Heat and Power (CHP),2000,2186.0
Latvia,Oil,Combined Heat and Power (CHP),2001,1412.0
Latvia,Oil,Combined Heat and Power (CHP),2002,1367.0
Latvia,Oil,Combined Heat and Power (CHP),2003,907.0
Latvia,Oil,Combined Heat and Power (CHP),2004,689.0
Latvia,Oil,Combined Heat and Power (CHP),2005,483.0
Latvia,Oil,Combined Heat and Power (CHP),2006,459.0
Latvia,Oil,Combined Heat and Power (CHP),2007,383.0
Latvia,Oil,Combined Heat and Power (CHP),2008,173.0
Latvia,Oil,Combined Heat and Power (CHP),2009,262.0
Latvia,Oil,Combined Heat and Power (CHP),2010,162.0
Latvia,Oil,Combined Heat and Power (CHP),2011,180.0
Latvia,Oil,Combined Heat and Power (CHP),2012,137.0
Latvia,Oil,Combined Heat and Power (CHP),2013,87.0
Latvia,Oil,Combined Heat and Power (CHP),2014,8.0
Latvia,Oil,Combined Heat and Power (CHP),2015,5.0
Latvia,Oil,Combined Heat and Power (CHP),2016,5.0
Latvia,Oil,Combined Heat and Power (CHP),2017,1.991
Latvia,Oil,Combined Heat and Power (CHP),2018,1.322
Latvia,Oil,Combined Heat and Power (CHP),2019,1.158
Latvia,Oil,Combined Heat and Power (CHP),2020,0.419
Latvia,Oil,Combined Heat and Power (CHP),2022,9.226
Latvia,Natural gas,Heat (Commercial),2000,12707.0
Latvia,Natural gas,Heat (Commercial),2001,13021.0
Latvia,Natural gas,Heat (Commercial),2002,11635.0
Latvia,Natural gas,Heat (Commercial),2003,11870.0
Latvia,Natural gas,Heat (Commercial),2004,10406.0
Latvia,Natural gas,Heat (Commercial),2005,10889.0
Latvia,Natural gas,Heat (Commercial),2006,8455.0
Latvia,Natural gas,Heat (Commercial),2007,7967.0
Latvia,Natural gas,Heat (Commercial),2008,8158.0
Latvia,Natural gas,Heat (Commercial),2009,7496.0
Latvia,Natural gas,Heat (Commercial),2010,7413.0
Latvia,Natural gas,Heat (Commercial),2011,6404.0
Latvia,Natural gas,Heat (Commercial),2012,5839.0
Latvia,Natural gas,Heat (Commercial),2013,4052.0
Latvia,Natural gas,Heat (Commercial),2014,2993.0
